problem_id,title,difficulty
1218D,"Xor Spanning Treedivide and conquer,fft,graphs",2400
1218E,"Product Tuplesdivide and conquer,fft",2500
1218F,"Workout plandata structures,greedy",1500
1218G,"Alpha planetary systemconstructive algorithms,graphs,shortest paths",3000
1218H,"Function Compositiondfs and similar",2900
1218I,"The Light Square2-sat,dfs and similar,greedy",2100
1219C,"Periodic integer numberimplementation,strings",1700
1219G,Harvesterimplementation,2000
1220A,"Cardsimplementation,sortings,strings",800
1220B,"Multiplication Tablemath,number theory",1300
1220C,"Substring Game in the Lessongames,greedy,strings",1300
1220D,"Alex and Julianbitmasks,math,number theory",1900
1220E,"Tourismdfs and similar,dp,dsu,graphs,greedy,trees",2200
1220F,"Gardener Alexbinary search,data structures",2700
1220G,Geolocationgeometry,3400
1221A,"2048 Gamebrute force,greedy,math",1000
1221B,"Knightsconstructive algorithms,greedy",1100
1221C,"Perfect Teambinary search,math",1200
1221D,"Make The Fence Great Againdp",1800
1221E,"Game With Stringgames",2500
1221F,"Choose a Squarebinary search,data structures,sortings",2400
1221G,"Graph And Numbersbitmasks,brute force,combinatorics,dp,meet-in-the-middle",2900
1223A,CMEmath,800
1223B,"Strings Equalizationstrings",1000
1223C,"Save the Naturebinary search,greedy",1600
1223D,"Sequence Sortingdp,greedy,two pointers",2000
1223E,"Paint the Treedp,sortings,trees",2100
1223F,"Stack Exterminable Arraysdata structures,divide and conquer,dp,hashing",2600
1223G,"Wooden Raftbinary search,math,number theory",3200
1225A,"Forgetting Thingsmath",900
1225B1,"TV Subscriptions (Easy Version)implementation",1000
1225B2,"TV Subscriptions (Hard Version)implementation,two pointers",1300
1225C,"p-binarybitmasks,brute force,math",1600
1225D,"Power Productshashing,math,number theory",1800
1225E,"Rock Is Pushbinary search,dp",2200
1225F,"Tree Factoryconstructive algorithms,greedy,trees",2500
1225G,"To Make 1bitmasks,constructive algorithms,dp,greedy,number theory",3100
1227A,"Math Problemmath",1100
1227B,"Boxconstructive algorithms",1200
1227C,"Messyconstructive algorithms",1700
1227D1,"Optimal Subsequences (Easy Version)data structures,greedy",1600
1227D2,"Optimal Subsequences (Hard Version)data structures,greedy",1800
1227E,"Arson In Berland Forestbinary search,graphs,graphs,shortest paths",2200
1227F1,"Wrong Answer on test 233 (Easy Version)dp",2200
1227F2,"Wrong Answer on test 233 (Hard Version)combinatorics,math",2400
1227G,"Not Sameconstructive algorithms",2600
1228A,"Distinct Digitsbrute force,implementation",800
1228B,"Filling the Gridimplementation,math",1400
1228C,"Primes and Multiplicationmath,number theory",1700
1228D,"Complete Tripartitebrute force,constructive algorithms,graphs,hashing,implementation",1900
1228E,"Another Filling the Gridcombinatorics,dp,math",2300
1228F,"One Node is Goneconstructive algorithms,implementation,trees",2500
1230A,"Dawid and Bags of Candiesbrute force,implementation",800
1230B,"Ania and Minimizinggreedy,implementation",1000
1231C,"Increasing Matrixgreedy",1100
1231E,"Middle-Outconstructive algorithms,greedy,strings",2200
1234A,"Equalize Prices Againmath",800
1234B1,"Social Network (easy version)implementation",1000
1234B2,"Social Network (hard version)data structures,implementation",1300
1234C,"Pipesdp,implementation",1500
1234D,"Distinct Characters Queriesdata structures",1600
1234E,"Special Permutationsmath",2000
1234F,"Yet Another Substring Reversebitmasks,dp",2200
1236A,"Stonesbrute force,greedy,math",800
1236B,"Alice and the List of Presentscombinatorics,math",1500
1236C,"Labsconstructive algorithms,greedy,implementation",1300
1236D,"Alice and the Dollbrute force,data structures,greedy,implementation",2300
1236E,"Alice and the Unfair Gamebinary search,data structures,dp,dsu",2500
1236F,"Alice and the Cactusdfs and similar,graphs,math,probabilities",3000
1237A,"Balanced Rating Changesimplementation,math",1000
1237B,"Balanced Tunneldata structures,sortings,two pointers",1300
1237C1,"Balanced Removals (Easier)constructive algorithms,geometry,greedy",1700
1237C2,"Balanced Removals (Harder)binary search,constructive algorithms,divide and conquer,greedy,implementation,sortings",1900
1237D,"Balanced Playlistbinary search,data structures,implementation",2000
1237E,"Balanced Binary Search Treesdp,math",2400
1237F,"Balanced Domino Placementscombinatorics,dp",2600
1237G,"Balanced Distributiondata structures,dp,greedy",3500
1237H,"Balanced Reversalsconstructive algorithms",3300
1238A,"Prime Subtractionmath,number theory",900
1238B,"Kill `Em Allgreedy,sortings",1300
1238C,"Standard Free2playdp,greedy,math",1600
1238D,"AB-stringbinary search,combinatorics,dp,strings",1900
1238E,"Keyboard Purchasebitmasks,dp",2200
1238F,"The Maximum Subtreedfs and similar,dp,graphs,trees",2200
1238G,"Adilbek and the Watering Systemdata structures,greedy,sortings",2700
1239A,"Ivan the Fool and the Probability Theorycombinatorics,dp,math",1700
1239B,"The World Is Just a Programming Task (Hard Version)implementation",2500
1239C,"Queue in the Traindata structures,greedy,implementation",2300
1239D,"Catowice City2-sat,dfs and similar,graph matchings,graphs",2400
1239E,"Turtledp,implementation",3100
1239F,"Swiper, no swiping!graphs,implementation",3400
1240F,Footballgraphs,3100
1242A,"Tile Paintingconstructive algorithms,math,number theory",1500
1242B,"0-1 MSTdfs and similar,dsu,graphs,sortings",1900
1242C,"Sum Balancebitmasks,dfs and similar,dp,graphs",2400
1242E,"Planar Perimeterconstructive algorithms,graphs",3200
1243A,"Maximum Squareimplementation",800
1243B1,"Character Swap (Easy Version)strings",1000
1243B2,"Character Swap (Hard Version)strings",1600
1244A,"Pens and Pencilsmath",800
1244B,"Rooms and Staircasesbrute force,implementation",1000
1244C,"The Football Seasonbrute force,math,number theory",2000
1244D,"Paint the Treebrute force,constructive algorithms,dp,graphs,implementation,trees",1800
1244E,"Minimizing Differencebinary search,constructive algorithms,greedy,sortings,ternary search,two pointers",2000
1244F,"Chipsconstructive algorithms,implementation",2300
1244G,"Running in Pairsconstructive algorithms,greedy,math",2400
1245A,"Good ol' Numbers Coloringmath,number theory",1000
1245B,"Restricted RPSconstructive algorithms,dp,greedy",1200
1245C,"Constanze's Machinedp",1400
1245D,"Shichikuji and Power Griddsu,graphs,greedy,shortest paths,trees",1900
1245E,"Hyakugoku and Laddersdp,probabilities,shortest paths",2300
1245F,"Daniel and Spring Cleaningbitmasks,brute force,combinatorics,dp",2300
1246F,"Cursor Distance",3500
1248A,"Integer Pointsgeometry,math",1000
1248B,"Grow The Treegreedy,math,sortings",900
1248D1,"The World Is Just a Programming Task (Easy Version)brute force,dp,greedy,implementation",2000
1249A,"Yet Another Dividing into Teamsmath",800
1249B1,"Books Exchange (easy version)dsu,math",1000
1249B2,"Books Exchange (hard version)dfs and similar,dsu,math",1300
1249C1,"Good Numbers (easy version)brute force,greedy,implementation",1300
1249C2,"Good Numbers (hard version)binary search,greedy,math,meet-in-the-middle",1500
1249D1,"Too Many Segments (easy version)greedy",1800
1249D2,"Too Many Segments (hard version)data structures,greedy,sortings",1800
1249E,"By Elevator or Stairs?dp,shortest paths",1700
1249F,"Maximum Weight Subsetdp,trees",2200
1250A,Berstagramimplementation,1400
1250B,"The Feast and the Busbrute force,constructive algorithms,greedy,math",1800
1250C,"Trip to Saint Petersburgdata structures",2100
1250D,"Conference Problemdp",3000
1250E,"The Coronationgraphs,implementation",2300
1250F,"Data Centerbrute force,implementation",800
1250G,"Discarding Gamedp,greedy,two pointers",2300
1250H,"Happy Birthdaymath",1500
1250I,"Show Must Go Onbinary search,brute force,greedy,shortest paths",3100
1250J,"The Paradebinary search,greedy",1800
1250K,"Projectorsflows,graphs",3100
1250L,"Divide The Studentsbinary search,greedy,math",1500
1250M,"SmartGardenconstructive algorithms,divide and conquer",2500
1250N,"Wiresdfs and similar,graphs,greedy",2000
1251A,"Broken Keyboardbrute force,strings,two pointers",1000
1251B,"Binary Palindromesgreedy,strings",1400
1251C,"Minimize The Integergreedy,two pointers",1600
1251D,"Salary Changingbinary search,greedy,sortings",1900
1251E1,"Voting (Easy Version)data structures,dp,greedy",2300
1251E2,"Voting (Hard Version)binary search,data structures,greedy",2400
1251F,"Red-White Fencecombinatorics,fft",2500
1252A,"Copying Homework",1000
1252B,"Cleaning Robotsdp,trees",2300
1252C,"Even Pathdata structures,implementation",1600
1252D,"Find String in a Griddata structures,dp,strings,trees",3000
1252E,"Songwritergreedy,two pointers",2200
1252F,"Regular Forestationhashing,trees",2400
1252G,"Performance Reviewdata structures",2100
1252H,"Twin Buildingsgreedy,implementation",1800
1252I,"Mission Possible",3000
1252J,"Tiling Terracebrute force,dp",2300
1252K,"Addition Robotdata structures,math,matrices",2100
1252L,"Road Constructionflows,graphs",2300
1253A,"Single Pushimplementation",1000
1253B,"Silly Mistakegreedy,implementation",1400
1253C,"Sweets Eatingdp,greedy,math,sortings",1500
1253D,"Harmonious Graphconstructive algorithms,dfs and similar,dsu,graphs,greedy,sortings",1700
1253E,"Antenna Coveragedata structures,dp,greedy,sortings",2200
1253F,"Cheap Robotbinary search,dsu,graphs,shortest paths,trees",2500
1254A,"Feeding Chickenconstructive algorithms,greedy,implementation",1700
1254B1,"Send Boxes to Alice (Easy Version)constructive algorithms,greedy,math,number theory,ternary search,two pointers",1800
1254B2,"Send Boxes to Alice (Hard Version)constructive algorithms,greedy,math,number theory,ternary search,two pointers",2100
1254C,"Point Orderingconstructive algorithms,geometry,interactive,math",2300
1254D,"Tree Queriesdata structures,probabilities,trees",2700
1254E,"Send Tree to Charliecombinatorics,dfs and similar,dsu,trees",3300
1255A,"Changing Volumemath",800
1255B,"Fridge Lockersgraphs,implementation",1100
1255C,"League of Leesinsconstructive algorithms,implementation",1600
1256A,"Payment Without Changemath",1000
1256B,"Minimize the Permutationgreedy",1400
1256C,"Platforms Jumpinggreedy",1700
1256D,"Binary String Minimizinggreedy",1500
1256E,"Yet Another Division Into Teamsdp,greedy,sortings",2000
1256F,"Equalizing Two Stringsconstructive algorithms,sortings,strings",2000
1257A,"Two Rival Studentsgreedy,math",800
1257B,"Magic Stickmath",1000
1257C,"Dominated Subarraygreedy,implementation,sortings,strings,two pointers",1200
1257D,"Yet Another Monster Killing Problembinary search,data structures,dp,greedy,sortings,two pointers",1700
1257E,"The Contestdata structures,dp,greedy",2000
1257F,"Make Them Similarbitmasks,brute force,hashing,meet-in-the-middle",2400
1257G,"Divisor Setdivide and conquer,fft,greedy,math,number theory",2600
1260A,Heatingmath,1000
1260B,"Obtain Two Zeroesbinary search,math",1300
1260C,"Infinite Fencegreedy,math,number theory",1700
1260D,"A Game with Trapsbinary search,dp,greedy,sortings",1900
1260E,"Tournamentbrute force,dp,greedy",2400
1260F,"Colored Treedata structures,trees",2700
1261F,"Xor-Setbitmasks,divide and conquer,math",3100
1263A,"Sweet Problemmath",1100
1263B,"PIN Codesgreedy,implementation",1400
1263C,"Everyone is a Winner!binary search,math,meet-in-the-middle,number theory",1400
1263D,"Secret Passwordsdfs and similar,dsu,graphs",1500
1263E,"Editordata structures,implementation",2100
1263F,"Economic Difficultiesdata structures,dfs and similar,dp,flows,graphs,trees",2400
1264A,"Beautiful Regional Contestgreedy,implementation",1500
1264B,"Beautiful Sequencebrute force,constructive algorithms,greedy",1900
1264C,"Beautiful Mirrors with queriesdata structures,probabilities",2400
1264D1,"Beautiful Bracket Sequence (easy version)combinatorics,dp,probabilities",2600
1264D2,"Beautiful Bracket Sequence (hard version)combinatorics,probabilities",2900
1264E,"Beautiful Leagueconstructive algorithms,flows,graph matchings",2700
1264F,"Beautiful Fibonacci Problemconstructive algorithms,number theory",3500
1265A,"Beautiful Stringconstructive algorithms,greedy",1000
1265B,"Beautiful Numbersdata structures,implementation,math,two pointers",1300
1265E,"Beautiful Mirrorsdata structures,dp,math,probabilities",2100
1266A,"Competitive Programmerchinese remainder theorem,math",1000
1266B,"Dice Towerconstructive algorithms,math",1000
1266C,"Diverse Matrixconstructive algorithms,greedy,math,number theory",1400
1266D,"Decreasing Debtsconstructive algorithms,data structures,graphs,greedy,implementation,math,two pointers",2000
1266E,"Spaceship Solitairedata structures,greedy,implementation",2100
1266F,"Almost Same Distancedfs and similar,graphs",2900
1266G,"Permutation Concatenationstring suffix structures",3300
1266H,"Red-Blue Graphdp,graphs,math,matrices,meet-in-the-middle",3400
1267A,"Apprentice Learning Trajectory",2400
1267B,"Balls of Buma",900
1267C,"Cactus Revengeconstructive algorithms",3500
1267D,"DevOps Best Practicesconstructive algorithms",2800
1267E,Electionsgreedy,1700
1267F,"Foolprüf Securitygraphs",2600
1267G,"Game Relicsmath,probabilities",3000
1267H,"Help BerLineconstructive algorithms",3200
1267I,"Intriguing Selectionbrute force,constructive algorithms,implementation,interactive,sortings",2600
1267J,"Just Arrange the Iconsgreedy,implementation,math",1800
1267K,"Key Storagecombinatorics,math",2100
1267L,"Lexicographyconstructive algorithms,strings",1800
1268A,"Long Beautiful Integerconstructive algorithms,greedy,implementation,strings",1700
1268B,"Domino for Youngdp,greedy,math",2000
1268C,"K Integersbinary search,data structures",2300
1268D,"Invertation in Tournamentbrute force,divide and conquer,graphs,math",3200
1268E,"Happy Cactusdp",3400
1269A,"Equationbrute force,math",800
1269B,"Modulo Equalitybrute force,sortings",1500
1270A,"Card Gamegames,greedy,math",800
1270B,"Interesting Subarrayconstructive algorithms,greedy,math",1200
1270C,"Make Goodbitmasks,constructive algorithms,math",1400
1270D,"Strange Deviceconstructive algorithms,interactive,math,sortings",1900
1270E,"Divide Pointsconstructive algorithms,geometry,math",2300
1270F,"Awesome Substringsmath,strings",2600
1270G,"Subset with Zero Sumconstructive algorithms,dfs and similar,graphs,math",2700
1270H,"Number of Componentsdata structures",3300
1270I,"Xor on Figuresconstructive algorithms,fft,math",3500
1271A,"Suitsbrute force,greedy,math",800
1271B,"Blocksgreedy,math",1300
1271C,"Shawarma Tentbrute force,geometry,greedy,implementation",1300
1271D,"Portalsdata structures,dp,greedy,implementation,sortings",2100
1271E,"Common Numberbinary search,combinatorics,dp,math",2100
1271F,"Divide The Studentsbrute force",2700
1272A,"Three Friendsbrute force,greedy,math,sortings",900
1272B,"Snow Walking Robotconstructive algorithms,greedy,implementation",1200
1272C,"Yet Another Broken Keyboardcombinatorics,dp,implementation",1200
1272D,"Remove One Elementbrute force,dp",1500
1272E,"Nearest Opposite Paritydfs and similar,graphs,shortest paths",1900
1272F,"Two Bracket Sequencesdp,strings,two pointers",2200
1275B,"Code Review*special problem",0
1275D,"Storage2*special problem",0
1275E2,"Контрольная сумма*special problem",0
1275F,"Шардирование постов*special problem,binary search,interactive",0
1276A,"As Simple as One and Twodp,greedy",1400
1276B,"Two Fairscombinatorics,dfs and similar,dsu,graphs",1900
1276C,"Beautiful Rectanglebrute force,combinatorics,constructive algorithms,data structures,greedy,math",2300
1276D,"Tree Eliminationdp,trees",2900
1276E,"Four Stonesconstructive algorithms",3500
1276F,"Asterisk Substringsstring suffix structures",3400
1277A,"Happy Birthday, Polycarp!implementation",1000
1277B,"Make Them Oddgreedy,number theory",1200
1277D,"Let's Play the Words?data structures,hashing,implementation,math",1900
1278A,"Shuffle Hashingbrute force,implementation,strings",1000
1278B,"A and Bgreedy,math",1500
1278C,"Berry Jamdata structures,dp,greedy,implementation",1700
1278D,"Segment Treedata structures,dsu,graphs,trees",2100
1278E,"Tests for problem Dconstructive algorithms,dfs and similar,divide and conquer,trees",2200
1278F,"Cardscombinatorics,dp,math,number theory,probabilities",2600
1279A,"New Year Garlandmath",900
1279B,"Verse For Santabinary search,brute force,implementation",1300
1279C,"Stack of Presentsdata structures,implementation",1400
1279D,"Santa's Botcombinatorics,math,probabilities",1700
1279E,"New Year Permutationscombinatorics,dp",2700
1279F,"New Year and Handle Changebinary search,dp",2800
1280A,"Cut and Pasteimplementation,math",1700
1280B,"Beingawesomeismimplementation,math",1800
1280C,"Jeremy Bearimydfs and similar,graphs,greedy,trees",2000
1280D,"Miss Punyversedp,greedy,trees",2500
1280E,"Kirchhoff's Current Lossmath",2900
1280F,"Intergalactic Sliding Puzzlecombinatorics,constructive algorithms,math",3400
1281A,"Suffix Threeimplementation",800
1281B,"Azamon Web Servicesgreedy",1600
1282A,"Temporarily unavailableimplementation,math",900
1282B1,"K for the Price of One (Easy Version)dp,greedy,sortings",1400
1282B2,"K for the Price of One (Hard Version)dp,greedy,sortings",1600
1282C,"Petya and Examgreedy,sortings,two pointers",1800
1282D,"Enchanted Artifactconstructive algorithms,interactive,strings",2300
1282E,"The Cake Is a Lieconstructive algorithms,data structures,dfs and similar,graphs",2400
1283A,"Minutes Before the New Yearmath",800
1283B,"Candies Divisionmath",900
1283C,"Friends and Giftsconstructive algorithms,data structures,math",1500
1283D,"Christmas Treesgraphs,greedy,shortest paths",1800
1283E,"New Year Partiesdp,greedy",1800
1283F,"DIY Garlandconstructive algorithms,greedy,trees",2200
1284A,"New Year and Namingimplementation,strings",800
1284B,"New Year and Ascent Sequencebinary search,combinatorics,data structures,dp,implementation,sortings",1400
1284C,"New Year and Permutationcombinatorics,math",1600
1284D,"New Year and Conferencebinary search,data structures,hashing,sortings",2100
1284E,"New Year and Castle Constructioncombinatorics,geometry,math,sortings",2500
1284F,"New Year and Social Networkdata structures,graph matchings,graphs,math,trees",3200
1284G,Seollalgraphs,3300
1285A,"Mezo Playing Zomamath",800
1285B,"Just Eat It!dp,greedy,implementation",1300
1285C,"Fadi and LCMbrute force,math,number theory",1400
1285D,"Dr. Evil Underscoresbitmasks,brute force,dfs and similar,divide and conquer,dp,greedy,strings,trees",1900
1285E,"Delete a Segmentbrute force,constructive algorithms,data structures,dp,graphs,sortings,trees,two pointers",2300
1285F,"Classical?binary search,combinatorics,number theory",2900
1286A,"Garlanddp,greedy,sortings",1800
1286B,"Numbers on Treeconstructive algorithms,data structures,dfs and similar,graphs,greedy,trees",1800
1286C1,"Madhouse (Easy version)brute force,constructive algorithms,interactive,math",2400
1286C2,"Madhouse (Hard version)brute force,constructive algorithms,hashing,interactive,math",2800
1286D,"LCCdata structures,math,matrices,probabilities",3100
1286E,"Fedya the Potter Strikes Backdata structures,strings",3200
1286F,"Harry The Potterbrute force,constructive algorithms,dp,fft,implementation,math",3100
1287A,"Angry Studentsgreedy,implementation",800
1287B,"Hypersetbrute force,data structures,implementation",1500
1288A,"Deadlinebinary search,brute force,math,ternary search",1100
1288B,"Yet Another Meme Problemmath",1100
1288C,"Two Arrayscombinatorics,dp",1600
1288D,"Minimax Problembinary search,bitmasks,dp",2000
1288E,"Messenger Simulatordata structures",2000
1288F,"Red-Blue Graphconstructive algorithms,flows",2900
1290A,"Mind Controlbrute force,data structures,implementation",1600
1290B,"Irreducible Anagramsbinary search,constructive algorithms,data structures,strings,two pointers",1800
1290C,"Prefix Enlightenmentdfs and similar,dsu,graphs",2400
1290D,"Coffee Varieties (hard version)constructive algorithms,graphs,interactive",3000
1290E,"Cartesian Treedata structures",3300
1290F,"Making Shapesdp",3500
1291A,"Even But Not Evengreedy,math,strings",900
1291B,"Array Sharpeninggreedy,implementation",1300
1291F,"Coffee Varieties (easy version)graphs,interactive",2800
1292A,"NEKO's Maze Gamedata structures,dsu,implementation",1400
1292B,"Aroma's Searchbrute force,constructive algorithms,geometry,greedy,implementation",1700
1292C,"Xenon's Attack on the Gangscombinatorics,dfs and similar,dp,greedy,trees",2300
1292D,"Chaotic V.dp,graphs,greedy,math,number theory,trees",2700
1292E,"Rin and The Unknown Flowerconstructive algorithms,greedy,interactive,math",3500
1292F,"Nora's Toy Boxesbitmasks,combinatorics,dp",3500
1293A,"ConneR and the A.R.C. Markland-Nbinary search,brute force,implementation",1100
1293B,"JOE is on TV!combinatorics,greedy,math",1000
1294A,"Collecting Coinsmath",800
1294B,"Collecting Packagesimplementation,sortings",1200
1294C,"Product of Three Numbersgreedy,math,number theory",1300
1294D,"MEX maximizingdata structures,greedy,implementation,math",1600
1294E,"Obtain a Permutationgreedy,implementation,math",1900
1294F,"Three Paths on a Treedfs and similar,dp,greedy,trees",2000
1295A,"Display The Numbergreedy",900
1295B,"Infinite Prefixesmath,strings",1700
1295C,"Obtain The Stringdp,greedy,strings",1600
1295D,"Same GCDsmath,number theory",1800
1295E,"Permutation Separationdata structures,divide and conquer",2200
1295F,"Good Contestcombinatorics,dp,probabilities",2700
1296A,"Array with Odd Summath",800
1296B,"Food Buyingmath",900
1296C,"Yet Another Walking Robotdata structures,implementation",1500
1296D,"Fight with Monstersgreedy,sortings",1500
1296E1,"String Coloring (easy version)constructive algorithms,dp,graphs,greedy,sortings",1800
1296E2,"String Coloring (hard version)data structures,dp",2000
1297A,"Likes Display*special problem,implementation",0
1297C,"Dream Team*special problem,greedy",0
1297E,"Modernization of Treeland*special problem,dfs and similar,trees",0
1297G,"M-numbers*special problem,dp,math",0
1297I,"Falling Blocks*special problem,data structures",0
1299A,"Anu Has a Functionbrute force,greedy,math",1500
1299B,Aerodynamicgeometry,1800
1299C,"Water Balancedata structures,geometry,greedy",2100
1299D,"Around the Worldbitmasks,combinatorics,dfs and similar,dp,graphs,graphs,math,trees",3000
1299E,"So Meaninteractive,math",3400
1300A,"Non-zeroimplementation,math",800
1300B,"Assigning to Classesgreedy,implementation,sortings",1000
1301A,"Three Stringsimplementation,strings",800
1301B,"Motarack's Birthdaybinary search,greedy,ternary search",1500
1301C,"Ayoub's functionbinary search,combinatorics,greedy,math,strings",1700
1301D,"Time to Runconstructive algorithms,graphs,implementation",2000
1301E,"Nanosoftbinary search,data structures,dp,implementation",2500
1302A,"Nash equilibrium",0
1302C,"Segment tree or Fenwick?data structures",0
1302D,Dijkstra,0
1302F,"Keep talking and nobody explodes -- easybitmasks,brute force,expression parsing",0
1302H,"Who needs suffix structures?",0
1302J,"Keep talking and nobody explodes -- hard",0
1303A,"Erasing Zeroesimplementation,strings",800
1303B,"National Projectmath",1400
1303C,"Perfect Keyboarddfs and similar,greedy,implementation",1600
1303D,"Fill The Bagbitmasks,greedy",1900
1303E,"Erase Subsequencesdp,strings",2200
1303F,"Number of Componentsdsu,implementation",2800
1303G,"Sum of Prefix Sumsdata structures,divide and conquer,geometry,trees",2700
1304A,"Two Rabbitsmath",800
1304B,"Longest Palindromebrute force,constructive algorithms,greedy,implementation,strings",1100
1304C,"Air Conditionerdp,greedy,implementation,sortings,two pointers",1500
1304D,"Shortest and Longest LISconstructive algorithms,graphs,greedy,two pointers",1800
1304E,"1-Trees and Queriesdata structures,dfs and similar,shortest paths,trees",2000
1304F1,"Animal Observation (easy version)data structures,dp",2300
1304F2,"Animal Observation (hard version)data structures,dp,greedy",2400
1305A,"Kuroni and the Giftsbrute force,constructive algorithms,greedy,sortings",800
1305B,"Kuroni and Simple Stringsconstructive algorithms,greedy,strings,two pointers",1200
1305C,"Kuroni and Impossible Calculationbrute force,combinatorics,math,number theory",1600
1305D,"Kuroni and the Celebrationconstructive algorithms,dfs and similar,interactive,trees",1900
1305E,"Kuroni and the Score Distributionconstructive algorithms,greedy,implementation,math",2200
1305F,"Kuroni and the Punishmentmath,number theory,probabilities",2500
1305G,"Kuroni and Antihypebitmasks,brute force,dp,dsu,graphs",3500
1305H,"Kuroni the Private Tutorbinary search,greedy",3500
1307A,"Cow and Haybalesgreedy,implementation",800
1307B,"Cow and Friendgeometry,greedy,math",1300
1307C,"Cow and Messagebrute force,dp,math,strings",1500
1307D,"Cow and Fieldsbinary search,data structures,dfs and similar,graphs,greedy,shortest paths,sortings",1900
1307E,"Cow and Treatsbinary search,combinatorics,dp,greedy,implementation,math",2500
1307F,"Cow and Vacationdfs and similar,dsu,trees",3300
1307G,"Cow and Exerciseflows,graphs,shortest paths",3100
1310A,"Recommendationsdata structures,greedy,sortings",1700
1310B,"Double Eliminationdp,implementation",2500
1310C,"Au Pont Rougebinary search,dp,strings",2800
1310D,"Tourismdp,graphs,probabilities",2300
1310E,"Strange Functiondp",2900
1310F,"Bad Cryptographymath,number theory",3400
1311A,"Add Odd or Subtract Evengreedy,implementation,math",800
1311B,"WeirdSortdfs and similar,sortings",1200
1311C,"Perform the Combobrute force",1300
1311D,"Three Integersbrute force,math",2000
1311E,"Construct the Binary Treebrute force,constructive algorithms,trees",2200
1311F,"Moving Pointsdata structures,divide and conquer,implementation,sortings",1900
1312A,"Two Regular Polygonsgeometry,greedy,math,number theory",800
1312B,"Bogosortconstructive algorithms,sortings",1000
1312C,"Adding Powersbitmasks,greedy,implementation,math,number theory,ternary search",1400
1312D,"Count the Arrayscombinatorics,math",1700
1312E,"Array Shrinkingdp,greedy",2100
1312F,"Attack on Red Kingdomgames,two pointers",2500
1312G,"Autocompletiondata structures,dfs and similar,dp",2600
1313A,"Fast Food Restaurantbrute force,greedy,implementation",900
1313B,"Different Rulesconstructive algorithms,greedy,implementation,math",1700
1313C1,"Skyscrapers (easy version)brute force,data structures,dp,greedy",1500
1313C2,"Skyscrapers (hard version)data structures,dp,greedy",1900
1313D,"Happy New Yearbitmasks,dp,implementation",2500
1313E,"Concatenation with intersectiondata structures,hashing,strings,two pointers",2700
1315A,"Dead Pixelimplementation",800
1315B,"Homecomingbinary search,dp,greedy,strings",1300
1315C,"Restoring Permutationgreedy",1200
1316A,"Grade Allocationimplementation",800
1316B,"String Modificationbrute force,constructive algorithms,implementation,sortings,strings",1400
1316C,"Primitive Primesconstructive algorithms,math,ternary search",1800
1316D,"Nash Matrixconstructive algorithms,dfs and similar,graphs,implementation",2000
1316E,"Team Buildingbitmasks,dp,greedy,sortings",2300
1316F,"Battalion Strengthdata structures,divide and conquer,probabilities",2800
1320A,"Journey Planningdata structures,dp,greedy,math,sortings",1400
1320B,"Navigation Systemdfs and similar,graphs,shortest paths",1700
1320C,"World of Darkraft: Battle for Azathothbrute force,data structures,sortings",2000
1320D,"Reachable Stringsdata structures,hashing,strings",2500
1320E,"Treeland and Virusesdata structures,dfs and similar,dp,shortest paths,trees",3000
1320F,"Blocks and Sensorsbrute force",3500
1321A,"Contest for Robotsgreedy",900
1321C,"Remove Adjacentbrute force,constructive algorithms,greedy,strings",1600
1322A,"Unusual Competitionsgreedy",1300
1322B,"Presentbinary search,bitmasks,constructive algorithms,data structures,math,sortings",2100
1322C,"Instant Noodlesgraphs,hashing,math,number theory",2300
1322D,"Reality Showbitmasks,dp",2800
1322E,"Median Mountain Rangedata structures",3300
1322F,"Assigning Faresdp,trees",3500
1323A,"Even Subset Sum Problembrute force,dp,greedy,implementation",800
1323B,"Count Subrectanglesbinary search,greedy,implementation",1500
1324A,"Yet Another Tetris Problemimplementation,number theory",900
1324B,"Yet Another Palindrome Problembrute force,strings",1100
1324C,"Frog Jumpsbinary search,data structures,dfs and similar,greedy,implementation",1100
1324D,"Pair of Topicsbinary search,data structures,sortings,two pointers",1400
1324E,"Sleeping Scheduledp,implementation",1700
1324F,"Maximum White Subtreedfs and similar,dp,graphs,trees",1800
1325A,"EhAb AnD gCdconstructive algorithms,greedy,number theory",800
1325B,"CopyCopyCopyCopyCopygreedy,implementation",800
1325C,"Ehab and Path-etic MEXsconstructive algorithms,dfs and similar,greedy,trees",1500
1325D,"Ehab the Xorcistbitmasks,constructive algorithms,greedy,number theory",1700
1325E,"Ehab's REAL Number Theory Problembrute force,dfs and similar,graphs,number theory,shortest paths",2600
1325F,"Ehab's Last Theoremconstructive algorithms,dfs and similar,graphs,greedy",2500
1326A,"Bad Ugly Numbersconstructive algorithms,number theory",1000
1326B,"Maximumsimplementation,math",900
1326C,"Permutation Partitionscombinatorics,greedy,math",1300
1326D1,"Prefix-Suffix Palindrome (Easy version)hashing,string suffix structures,strings",1500
1326D2,"Prefix-Suffix Palindrome (Hard version)binary search,greedy,hashing,string suffix structures,strings",1800
1326E,"Bombsdata structures,two pointers",2400
1326F1,"Wise Men (Easy Version)bitmasks,brute force,dp,meet-in-the-middle",2600
1326F2,"Wise Men (Hard Version)bitmasks,dp,math",3200
1326G,"Spiderweb Treesdp,geometry,trees",3500
1327A,"Sum of Odd Integersmath",1100
1327B,"Princesses and Princesbrute force,graphs,greedy",1200
