organization_id,name
2059,Carporation
2370,CASIA
1845,"Casper's Celestial Chasers"
991,"Cassell College"
1198,"Cau Giay Secondary School"
4020,"Caucasus University"
5818,"Cavite Science Integrated School"
4734,"CBTis 217"
3563,"CCE-Faculty OF Engineering Alexandria University"
3014,"CCGS Perth"
5084,"CCN university"
364,CCNU
5439,CCP
4275,"CCSED Mansoura university"
3688,CCTS
1703,CCUCM
3937,"CDK Global"
2359,cdqz
2250,cdqz_team1032
3106,cdqzak
3733,CDTU
5427,CEMK
1268,CengFan
3675,"Central China NU"
2371,"Central South Univercity"
225,"Central South University"
2416,"Central University"
5228,"Central University of Jharkhand"
1121,CentraleSupélec
4389,"Centro Universitário FEI"
1994,CERN
3025,"CET Bhubaneswar"
3337,"CGC-College Of Engineering"
2801,"Chaitanya Bharathi Institute of Technology,Hyd"
5516,chalajabhosdika
3338,Chaldeans
284,"Chalmers University of Technology"
5172,"Chandiagrh University"
5483,"Chandigah University"
3925,"Chandigarh Group of Colleges , Landran"
1330,"CHANDIGARH UNIVERSITY"
3411,"Chandigarh University (CU)"
3710,"Chandpur Science and Tech Uni"
1565,"ChangAn university"
2435,"Changchun University"
2118,"Changchun University of Science and Technology"
295,"Changjun Bilingual School"
74,"Changjun High School"
319,"Changjun NetBar"
1614,"Changpantai Middle School"
998,"Changsha University"
1345,"Changsha University of Science and Technology"
1413,"ChangZhou Foreign Languages School"
2999,"Changzhou No.1 High School"
86,"Changzhou Senior High School of Jiangsu Province"
2969,"Chapainawabganj Polytechnic institute"
736,"Charles University in Prague"
3162,"Charotar University of Science and Technology"
4978,"CHARUSAT University"
2696,"Chattogram Government High School"
613,"chb fan club"
5055,"Cheboksary, Lyceum №4"
3657,Cheenta
4111,"Chelyabinsk SU"
188,"Chelyabinsk, FML 31"
1238,"Chengdu Foreign Language School"
122,"Chengdu Foreign Languages School"
1141,"Chengdu Jincheng College"
2220,"Chengdu JXFLS"
1847,"chengdu neusoft university"
59,"Chengdu No.7 High School"
5518,"ChengDU shishi high school"
1801,"Chengdu Shude High School"
1663,"chengdu university"
729,"Chengdu University of Information Technology"
2752,"Chengguan No. 2 Primary School"
1127,"Chennai Mathematical Institute"
5701,Chennaiinstituteoftechnology
945,"Chery Fan Club"
901,"Chess club 4085"
3290,"Chi Lang High School, Gia Lai"
2926,"Chiang Mai University"
2205,Chileden
1992,China
1482,"China Genshin University"
1267,"China Hangzhou Zhejiang University of Technology"
1549,"China Jiliang University"
361,"China Railway"
1350,"China University of Geosciences"
584,"China University Of Mining And Technology"
1900,"China University Of Mining And Technology, Beijing"
2375,"China University of Petroleum"
473,"China University of Petroleum(East China)"
919,"China ZJNU"
4041,chipi_chipi_chapa_chapa.org
4614,"Chiroqchi ITMA"
2532,"chitkara university"
4791,"Chitkara University, Himachal Pradesh"
1628,"Chitkara University, Punjab"
4970,"Chittagong Collegiate School"
5812,"Chittagong Govt. City College"
5558,"Chittagong Polytechnic Institute"
1441,"Chittagong University of Eng and Tech"
5459,"Chittagong University of Eng and Tech, 149"
3152,"Chittagong University of Eng and Tech, 151"
4745,"Chittagong University of Eng and Tech, 225"
4058,"Chittagong University of Eng and Tech, 231"
4179,"Chittagong University of Engineering and Tech"
3455,"Chittagong University of Engineering and Tecnology"
2711,CHN-ZIME
5,"Chongqing Bashu Middle School"
347,"Chongqing Nankai Secondary School"
1341,"Chongqing Nanyu Middle School"
3944,"Chongqing NK(RQ) Middle School"
452,"Chongqing NO.1 Middle School"
270,"ChongQing No.8 Secondary School"
4567,"Chongqing Rongchang Middle School"
220,"Chongqing University"
4029,"ChongQing university of science and technology"
1596,"Chongqing Yucai Middle School"
5166,"Chouksey Engineering College"
495,"CHT Fan Club"
1024,"Chu Van An High School"
3859,chughtai_group
269,"Chulalongkorn University"
290,"Chung-Ang University"
1877,"Chungnam National University"
1951,"church school"
4021,"Chuyên Biên Hòa Hà Nam"
2142,"Chuyen Chu Van An High School"
